FRAUD LABELS,
tx_id,is_fraud
TX004351,1
TX003518,0
TX005229,0
TX004102,0
TX000395,0
TX007180,0
TX000125,0
TX002544,0
TX002925,0
TX004498,0
TX007175,0
TX002564,0
TX002991,0
TX002756,0
TX007983,0
TX005010,0
TX000369,0
TX007216,1
TX005968,0
TX002517,0
TX000685,0
TX003407,0
TX001027,1
TX005501,0
TX001962,0
TX000291,0
TX007419,0
TX005103,0
TX005880,0
TX005625,0
TX007750,0
TX003314,0
TX003845,0
TX003802,0
TX005716,0
TX007303,0
TX001808,0
TX002222,1
TX001392,0
TX004072,0
TX000428,0
TX004938,0
TX006635,0
TX006736,0
TX000482,0
TX007858,0
TX001134,0
TX005028,0
TX005603,0
TX002749,0
TX000020,0
TX002121,0
TX004034,0
TX004364,0
TX003740,0
TX007656,0
TX001169,0
TX001175,0
TX000270,0
TX006780,0
TX006939,1
TX002736,0
TX007392,1
TX005246,0
TX004356,0
TX004731,0
TX007239,0
TX003212,0
TX002588,0
TX007558,0
TX003713,0
TX003208,0
TX004452,0
TX004360,0
TX002113,0
TX001837,0
TX002569,0
TX000883,0
TX002154,0
TX002427,0
TX000298,0
TX007591,0
TX004153,0
TX006915,0
TX000599,0
TX006530,0
TX002331,0
TX007356,0
TX007713,0
TX005021,0
TX004643,0
TX001875,0
TX000101,0
TX004209,0
TX002123,0
TX005396,0
TX002826,0
TX005425,0
TX007952,0
TX005729,0
TX007910,0
TX006022,0
TX003656,0
TX004707,0
TX006753,0
TX000957,0
TX006095,0
TX003330,0
TX000638,0
TX005356,0
TX001035,0
TX004839,0
TX005124,0
TX002051,0
TX005601,0
TX001979,0
TX005277,0
TX007213,0
TX006755,0
TX001430,0
TX001409,0
TX002638,0
TX003767,0
TX002127,0
TX007727,0
TX006842,0
TX004721,0
TX006305,0
TX003967,0
TX003868,0
TX004502,0
TX001186,0
TX001739,0
TX007105,0
TX004737,0
TX000519,1
TX004392,0
TX000127,0
TX006251,0
TX003374,0
TX007244,1
TX007892,1
TX004261,0
TX006355,0
TX003205,0
TX003142,0
TX000529,0
TX006808,0
TX001194,0
TX007451,0
TX006404,0
TX001014,0
TX004751,0
TX007448,0
TX004602,0
TX002837,0
TX006768,0
TX002933,0
TX003954,0
TX005910,0
TX001963,0
TX004711,0
TX004300,0
TX001658,0
TX007601,0
TX007116,0
TX000343,0
TX007844,0
TX005432,1
TX005011,0
TX004688,0
TX005741,0
TX000416,0
TX002343,0
TX000325,0
TX005085,0
TX000002,0
TX000967,0
TX003625,0
TX007307,0
TX000544,0
TX003044,0
TX001034,0
TX006621,0
TX001126,0
TX002231,0
TX001557,0
TX004311,0
TX000013,0
TX001722,0
TX001374,0
TX005967,0
TX006236,0
TX000502,0
TX000505,0
TX007133,0
TX004143,0
TX006454,0
TX006967,0
TX006231,0
TX001380,0
TX002910,0
TX001609,0
TX004325,0
TX000590,0
TX006053,0
TX003462,0
TX003171,0
TX000494,0
TX005033,0
TX002376,0
TX002688,0
TX004768,0
TX002851,0
TX002202,0
TX007440,0
TX006913,0
TX000010,0
TX007433,0
TX005177,1
TX003184,0
TX001140,0
TX002438,0
TX007228,0
TX003020,0
TX002818,0
TX005061,0
TX003870,0
TX001736,0
TX006200,0
TX005072,0
TX001940,0
TX006848,0
TX007623,0
TX000068,0
TX004837,0
TX003637,0
TX002968,0
TX005754,0
TX000996,0
TX006207,0
TX002173,0
TX007337,0
TX004426,0
TX001982,0
TX004095,0
TX005721,0
TX002104,0
TX006436,0
TX007738,0
TX007939,0
TX002858,0
TX005867,0
TX001506,0
TX003257,0
TX005336,0
TX006590,1
TX000852,0
TX004100,0
TX007508,0
TX004954,1
TX005555,0
TX006955,0
TX006345,0
TX000827,0
TX005542,0
TX003366,0
TX003130,0
TX005618,0
TX003327,0
TX004610,0
TX001323,0
TX004080,0
TX007831,0
TX007544,0
TX003135,0
TX007922,0
TX003998,1
TX003959,0
TX005520,0
TX003402,0
TX003424,0
TX002641,0
TX000717,0
TX005718,0
TX000729,0
TX007043,0
TX002808,0
TX006683,0
TX006123,0
TX004548,0
TX005596,0
TX006596,0
TX005402,0
TX005861,0
TX004647,0
TX002454,0
TX004854,0
TX001453,0
TX006875,0
TX004453,0
TX004436,1
TX007417,0
TX005961,0
TX004184,0
TX001185,0
TX001490,0
TX004867,0
TX006067,1
TX002163,0
TX002845,0
TX003907,0
TX005545,0
TX005644,0
TX003955,0
TX005651,0
TX001050,0
TX004011,0
TX004724,0
TX000818,0
TX001451,0
TX003732,0
TX007439,1
TX002706,0
TX006567,0
TX002324,0
TX001438,0
TX004695,0
TX007114,0
TX006704,0
TX006232,0
TX001933,0
TX001696,0
TX001166,0
TX001610,0
TX007190,0
TX006549,0
TX003545,0
TX005560,0
TX000042,0
TX003431,0
TX003470,0
TX000865,0
TX005109,0
TX007476,0
TX003913,0
TX002168,0
TX006857,0
TX006841,0
TX000090,0
TX005848,0
TX006280,0
TX006702,0
TX006979,0
TX001402,0
TX002537,0
TX003570,0
TX003370,1
TX007052,0
TX001985,0
TX006645,0
TX004951,0
TX004960,0
TX000909,1
TX004875,0
TX004664,0
TX004393,0
TX003034,0
TX005564,0
TX000436,0
TX000509,1
TX003502,0
TX004652,0
TX001664,0
TX000198,0
TX003687,0
TX006779,0
TX000652,0
TX005344,0
TX007289,0
TX006455,0
TX001040,0
TX007749,0
TX001803,0
TX001150,0
TX005325,0
TX006179,0
TX007097,0
TX004729,0
TX005253,0
TX006587,0
TX001375,0
TX007482,0
TX000659,0
TX002425,0
TX002194,0
TX005142,0
TX003299,0
TX004197,1
TX003758,0
TX003528,0
TX007326,0
TX004702,0
TX004883,0
TX003492,1
TX002619,0
TX005764,0
TX005904,0
TX001583,0
TX006648,0
TX002897,0
TX003961,0
TX004633,0
TX004412,0
TX005543,0
TX002153,0
TX001241,0
TX001991,0
TX001245,0
TX000225,0
TX007395,0
TX007633,0
TX001925,0
TX006927,0
TX002666,0
TX000132,1
TX007134,1
TX005995,0
TX002886,0
TX000208,0
TX003452,1
TX002103,0
TX006540,0
TX007998,0
TX006071,0
TX002479,0
TX005686,0
TX004465,0
TX002764,0
TX001626,0
TX007826,0
TX006975,0
TX004251,0
TX005464,0
TX002642,0
TX007380,0
TX007149,0
TX007336,0
TX004540,0
TX001056,0
TX002005,0
TX002864,0
TX005341,0
TX006922,0
TX003063,0
TX001909,0
TX001262,0
TX001878,0
TX007009,0
TX001748,0
TX002385,0
TX003905,0
TX005827,0
TX005535,0
TX001447,1
TX000972,0
TX002249,0
TX002524,0
TX005791,0
TX006800,0
TX000095,0
TX006849,0
TX001935,0
TX004308,0
TX003235,0
TX002691,0
TX007658,0
TX004077,0
TX000470,0
TX006329,0
TX002838,0
TX006152,0
TX007492,0
TX001544,0
TX007340,0
TX007272,0
TX007270,0
TX007466,1
TX003741,0
TX006248,0
TX005805,0
TX001065,0
TX007346,0
TX001281,0
TX007784,0
TX002662,1
TX005947,0
TX004845,1
TX006074,0
TX004518,0
TX005982,0
TX005774,1
TX003104,0
TX001092,0
TX001507,0
TX006289,0
TX007788,0
TX003826,0
TX002639,0
TX007369,0
TX004145,0
TX004976,0
TX001420,0
TX002988,0
TX003698,0
TX006180,0
TX007719,0
TX001237,0
TX000853,0
TX001019,0
TX004111,0
TX007642,0
TX004493,0
TX002730,0
TX001938,1
TX000137,0
TX007627,0
TX005217,0
TX006135,0
TX007984,0
TX000376,0
TX007632,0
TX007860,0
TX004549,0
TX005751,0
TX006649,0
TX002575,0
TX000166,0
TX004533,0
TX000161,0
TX003293,0
TX005134,0
TX004285,0
TX007543,0
TX004414,1
TX000704,1
TX004678,1
